timestamp,x,y,z,q_x,q_y,q_z,q_w
1682082960.9494247,-0.0007010400295257,-0.0023897439241409,0.0005186721682548,-0.0749721620666219,0.0475225907577813,0.986230909636588,0.1395327020491276
1682082961.0502634,-0.0029490292072296,-0.0012787505984306,0.0004752278327941,-0.0754366710226262,0.046554889436471,0.9863150189728148,0.1390131697903785
1682082961.1511037,-0.005054235458374,-0.0032722204923629,0.0001962333917617,-0.075428335186473,0.0465274211972815,0.9861990060423356,0.1398474858679555
1682082961.2528243,-0.0077414512634277,-0.0027131512761116,0.0067339614033699,-0.0765904679948637,0.047655267872186,0.985855306472926,0.141252324784551
1682082961.3528442,-0.012433648109436,-0.0040011778473854,0.0090937837958335,-0.0773767911705992,0.0482874840170743,0.9856827843659522,0.1418117802002299
1682082961.4537315,-0.0187045335769653,-0.0078494176268577,0.0070561841130256,-0.0769524743899953,0.0487538715490291,0.985441939081619,0.1435463606671099
1682082961.5545988,-0.0261529982089996,-0.0147786140441894,0.0008240491151809,-0.0760375721545754,0.047841001879797,0.9852442460839488,0.1456822706154044
1682082961.655558,-0.0379725992679595,-0.0272129774093627,-0.0121456831693649,-0.0764276610953613,0.0421075497865451,0.9849262207981112,0.1493522506468542
1682082961.7564204,-0.0588057041168212,-0.0282376334071159,-0.0173917114734649,-0.0810626100556378,0.0308001520641255,0.9838186387203228,0.1567836155109319
1682082961.857152,-0.065261036157608,-0.0316033810377121,-0.0129747912287712,-0.0865002195976639,0.0228481153545859,0.9817116750741212,0.1680413425473655
1682082961.9581933,-0.0649214684963226,-0.0247859433293342,-0.0165653377771377,-0.0881539205500949,0.0214048831908211,0.9802412095807944,0.175778121161397
1682082962.0637813,-0.078761488199234,-0.0090702921152114,-0.0264879465103149,-0.0860066024321274,0.0230820889411296,0.979930562799933,0.1783429443784139
1682082962.1597466,-0.0973311066627502,0.0095032677054405,-0.0512095019221305,-0.0754468354090067,0.0292144423602654,0.981020927721696,0.1762164844420769
1682082962.2605903,-0.1424660980701446,0.0418981909751892,-0.0433143302798271,-0.0676752604939051,0.0334785976306833,0.9823522979184828,0.1711233835384801
1682082962.3614507,-0.1861309707164764,0.0716406181454658,-0.0104551613330841,-0.0688816276896703,0.0398408760826462,0.9824158533719454,0.1688998129932933
1682082962.4624128,-0.2164875566959381,0.0810077637434005,0.0112528130412101,-0.0766302598327731,0.0488260326247831,0.98275829189949,0.161027814232489
1682082962.5631616,-0.2525828182697296,0.0949933379888534,0.018825463950634,-0.0878024949429551,0.0550859826209374,0.982929712774662,0.1520047821252386
1682082962.664023,-0.2968092858791351,0.1032848358154296,0.0131871104240417,-0.0966672531766572,0.0598279851980673,0.982417756938456,0.1480926138518402
1682082962.7648802,-0.3465806841850281,0.1014882922172546,-0.0282049775123596,-0.0961758709387183,0.0602113958356407,0.9824745892133668,0.1478798771318799
1682082962.8657503,-0.4029057025909424,0.0980858132243156,-0.0537437424063682,-0.0904944847515461,0.0568183969353983,0.9831903307525214,0.1480512822549188
1682082962.9668374,-0.4658668935298919,0.0952928662300109,-0.0648574084043502,-0.0833493153182241,0.049127101116362,0.9839572322746952,0.1498919420108234
1682082963.0675359,-0.5290141701698303,0.1088038980960846,-0.0404983237385749,-0.0835673961137636,0.0394219778815773,0.983814783992628,0.1535283265497804
1682082963.1683726,-0.5842500925064087,0.1124505922198295,-0.0254831910133361,-0.0853291630764378,0.0338963308367491,0.9831690667565484,0.1579512763983302
1682082963.2692122,-0.6249327659606934,0.1228144168853759,-0.0114184617996215,-0.0940302230698102,0.027496148305122,0.981707500907567,0.1632565774246032
1682082963.370059,-0.6733239889144897,0.1455275863409042,-0.0149730145931243,-0.0996164968514767,0.0266141316697207,0.9799292550534798,0.1706073855538856
1682082963.4709387,-0.7180899381637573,0.1663412302732467,-0.0316650792956352,-0.0965503566914957,0.0305264816475977,0.97903628022279,0.176731816027196
1682082963.5717616,-0.762065052986145,0.1900559514760971,-0.054146833717823,-0.0851643726659165,0.0354581159612119,0.980129281963272,0.1756027565396112
1682082963.6730719,-0.823462963104248,0.2247641086578369,-0.0385722666978836,-0.0783479773950875,0.0385077413138469,0.9816367195194396,0.1696116557718192
1682082963.7764115,-0.8853932023048401,0.2448335587978363,-0.0061891824007034,-0.0808414881918557,0.0466155523957144,0.9818996459616476,0.1648173507998256
